,Departamento,Capital,Barrio,long,lat
0,ATLÁNTICO,BARRANQUILLA (CT),MONTES,-74.78141690000001,10.961643800000001
1,ATLÁNTICO,BARRANQUILLA (CT),LAS MALVINAS,-74.8309689280194,10.95307515
2,ATLÁNTICO,BARRANQUILLA (CT),EL SANTUARIO,-74.80397495667856,10.945050199999999
3,ATLÁNTICO,BARRANQUILLA (CT),BARLOVENTO,-74.77701479999999,10.989415800000002
4,ATLÁNTICO,BARRANQUILLA (CT),EL ROSARIO,-74.82467203269997,10.98186665
7,ATLÁNTICO,BARRANQUILLA (CT),LA CONCEPCION,-74.79857640142255,10.999080300000001
10,ATLÁNTICO,BARRANQUILLA (CT),UNIVERSAL,-74.78943243830355,10.97909765
11,ATLÁNTICO,BARRANQUILLA (CT),SAN JOSE,-74.78245795943386,10.97887575
12,ATLÁNTICO,BARRANQUILLA (CT),CHIQUINQUIRA,-74.78780605,10.977313550000002
13,ATLÁNTICO,BARRANQUILLA (CT),LAS AMERICAS,-74.81305845196448,10.9417198
15,ATLÁNTICO,BARRANQUILLA (CT),ROMANCE,-74.82458970184472,10.9467489
16,ATLÁNTICO,BARRANQUILLA (CT),LOS PINOS,-74.79928322134884,10.97447645
19,ATLÁNTICO,BARRANQUILLA (CT),LAS NIEVES,-74.7791765,10.952569500000001
20,ATLÁNTICO,BARRANQUILLA (CT),RIOMAR,-74.81618620222108,11.02122625
21,ATLÁNTICO,BARRANQUILLA (CT),BOSTON,-74.7995632,10.9871821
22,ATLÁNTICO,BARRANQUILLA (CT),EL CARMEN,-74.79773265187939,10.9653566
23,ATLÁNTICO,BARRANQUILLA (CT),CIUDADELA 20 DE JULIO,-74.80423564958045,10.9299823
24,ATLÁNTICO,BARRANQUILLA (CT),SAN FRANCISCO,-74.80130849999999,10.9799669
25,ATLÁNTICO,BARRANQUILLA (CT),SAN ISIDRO,-74.79444190971418,10.97021385
26,ATLÁNTICO,BARRANQUILLA (CT),LA LUZ,-74.76871390000001,10.9558283
27,ATLÁNTICO,BARRANQUILLA (CT),CARRIZAL,-74.80628061092975,10.9382913
28,ATLÁNTICO,BARRANQUILLA (CT),VILLA SANTOS,-74.83423499999999,11.0100171
29,ATLÁNTICO,BARRANQUILLA (CT),BUENAVISTA,-74.82792090000001,11.0127269
31,ATLÁNTICO,BARRANQUILLA (CT),SIMON BOLIVAR,-74.77759920000001,10.946015800000001
32,ATLÁNTICO,BARRANQUILLA (CT),REBOLO,-74.7746882,10.9630745
33,ATLÁNTICO,BARRANQUILLA (CT),LA MANGA,-74.82624477061951,10.97175885
36,ATLÁNTICO,BARRANQUILLA (CT),SIAPE,-74.8021916,11.0261427
38,ATLÁNTICO,BARRANQUILLA (CT),SANTO DOMINGO DE GUZMAN,-74.82005204272845,10.9390185
39,ATLÁNTICO,BARRANQUILLA (CT),PRADO,-74.80130849999999,10.9799669
40,ATLÁNTICO,BARRANQUILLA (CT),LOS OLIVOS I,-74.83421684873244,10.971781
42,ATLÁNTICO,BARRANQUILLA (CT),VILLA COUNTRY,-74.80625037964609,11.00414755
43,ATLÁNTICO,BARRANQUILLA (CT),LIPAYA,-74.82036725683865,10.9620463
44,ATLÁNTICO,BARRANQUILLA (CT),OLAYA,-74.81087464687052,10.98173415
46,ATLÁNTICO,BARRANQUILLA (CT),VILLA SAN PEDRO II,-74.83201357680615,10.93950505
51,ATLÁNTICO,BARRANQUILLA (CT),JUAN MINA,-74.8926441,10.9563545
52,ATLÁNTICO,BARRANQUILLA (CT),LAS DELICIAS,-74.80130849999999,10.9799669
54,ATLÁNTICO,BARRANQUILLA (CT),EL PORVENIR,-74.80460134796652,11.0016563
55,ATLÁNTICO,BARRANQUILLA (CT),SAN FELIPE,-74.80974833787364,10.97298505
56,ATLÁNTICO,BARRANQUILLA (CT),BETANIA,-74.81415105871152,10.9874245
57,ATLÁNTICO,BARRANQUILLA (CT),LUCERO,-74.7945347244405,10.9762683
58,ATLÁNTICO,BARRANQUILLA (CT),LOS ANDES,-74.80345788679426,10.972302699999998
59,ATLÁNTICO,BARRANQUILLA (CT),LA CHINITA,-74.7711271,10.9520058
62,ATLÁNTICO,BARRANQUILLA (CT),VILLATE,-74.80875179430515,10.96042145
63,ATLÁNTICO,BARRANQUILLA (CT),BARRANQUILLITA,-74.7729975,10.9849829
64,ATLÁNTICO,BARRANQUILLA (CT),PUEBLO,-74.84052530964959,10.961033
65,ATLÁNTICO,BARRANQUILLA (CT),EL BOSQUE,-74.81797163770838,10.95316905
66,ATLÁNTICO,BARRANQUILLA (CT),SAN NICOLAS,-74.7779577403596,10.980144500000002
67,ATLÁNTICO,BARRANQUILLA (CT),VILLA SAN CARLOS,-74.83188216336708,10.935047
68,ATLÁNTICO,BARRANQUILLA (CT),CUCHILLA DE VILLATE,-74.81377708640014,10.962069699999999
69,ATLÁNTICO,BARRANQUILLA (CT),EL GOLFO,-74.84394133810073,10.9743233
70,ATLÁNTICO,BARRANQUILLA (CT),LA SIERRITA,-74.81156106135417,10.94807865
71,ATLÁNTICO,BARRANQUILLA (CT),LAS PALMAS,-74.81712667267507,10.9715215
72,ATLÁNTICO,BARRANQUILLA (CT),CEVILLAR,-74.80051846807524,10.959017300000001
73,ATLÁNTICO,BARRANQUILLA (CT),SAN MARTIN,-74.87106690000002,10.944768199999999
74,ATLÁNTICO,BARRANQUILLA (CT),EL RECREO,-74.79861204374895,10.9865182
75,ATLÁNTICO,BARRANQUILLA (CT),BUENA ESPERANZA,-74.80551304907806,10.96464025
76,ATLÁNTICO,BARRANQUILLA (CT),PUMAREJO,-74.80368663771046,10.96662155
78,ATLÁNTICO,BARRANQUILLA (CT),SILENCIO,-74.81686759605606,10.97931345
79,ATLÁNTICO,BARRANQUILLA (CT),EL GOLF,-74.81036423641578,11.01122755
80,ATLÁNTICO,BARRANQUILLA (CT),ALFONSO LOPEZ,-74.79213362032378,10.966683
83,ATLÁNTICO,BARRANQUILLA (CT),NUEVA GRANADA,-74.8041572297707,10.979153
84,ATLÁNTICO,BARRANQUILLA (CT),ABAJO,-74.78400200706473,10.9870576
85,ATLÁNTICO,BARRANQUILLA (CT),MEQUEJO,-74.82290503836978,10.97808615
86,ATLÁNTICO,BARRANQUILLA (CT),LOS NOGALES,-74.80130849999999,10.9799669
89,ATLÁNTICO,BARRANQUILLA (CT),EL KENNEDY,-74.8064092861133,10.950561500000001
91,ATLÁNTICO,BARRANQUILLA (CT),LA SIERRA,-74.80363544448008,10.95589435
93,ATLÁNTICO,BARRANQUILLA (CT),LA PAZ,-74.83383224171936,10.96732355
94,ATLÁNTICO,BARRANQUILLA (CT),LA PRADERA,-74.84264264968517,10.97871365
